City_ID,City,Lat,Lng,Current Description,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
261,Bengkulu,-3.8004,102.2655,few clouds,74.46,88,13,4.83,ID,2022-08-07 20:42:25
262,Ajaccio,42.0,8.9167,clear sky,75.18,65,0,3.44,FR,2022-08-07 20:41:58
263,Salalah,17.0151,54.0924,light intensity drizzle,75.29,100,100,4.61,OM,2022-08-07 20:39:14
264,Kavieng,-2.5744,150.7967,light rain,81.27,80,99,13.35,PG,2022-08-07 20:42:26
265,Carutapera,-1.195,-46.02,broken clouds,79.0,82,76,8.48,BR,2022-08-07 20:42:26
266,Arraial Do Cabo,-22.9661,-42.0278,overcast clouds,73.36,83,100,9.22,BR,2022-08-07 20:42:26
267,Bilma,18.6853,12.9164,scattered clouds,94.64,30,31,10.69,NE,2022-08-07 20:42:27
268,Rockport,28.0206,-97.0544,clear sky,93.25,70,0,17.27,US,2022-08-07 20:42:27
269,Nikolskoye,59.7035,30.7861,few clouds,57.09,79,11,3.65,RU,2022-08-07 20:42:28
270,Saldanha,-33.0117,17.9442,scattered clouds,57.25,96,32,13.85,ZA,2022-08-07 20:42:28
271,Talara,-4.5772,-81.2719,clear sky,72.36,64,0,16.11,PE,2022-08-07 20:41:40
272,Nenjiang,49.1833,125.2167,clear sky,55.11,59,2,9.62,CN,2022-08-07 20:42:29
273,Athabasca,54.7169,-113.2854,clear sky,77.41,37,2,13.42,CA,2022-08-07 20:42:29
274,Gwadar,25.1216,62.3254,overcast clouds,81.09,87,100,5.77,PK,2022-08-07 20:43:30
275,Richards Bay,-28.783,32.0377,broken clouds,67.19,94,78,6.33,ZA,2022-08-07 20:43:30
276,Mindelo,16.8901,-24.9804,broken clouds,81.95,74,75,13.8,CV,2022-08-07 20:43:30
277,Kloulklubed,7.0419,134.2556,overcast clouds,75.7,78,100,12.24,PW,2022-08-07 20:43:31
278,Luena,-11.7833,19.9167,clear sky,58.23,31,0,5.01,AO,2022-08-07 20:43:31
279,Chornukhy,50.2673,32.942,overcast clouds,69.04,73,96,6.96,UA,2022-08-07 20:43:32
280,Kenora,49.8167,-94.4337,broken clouds,67.17,52,75,5.75,CA,2022-08-07 20:43:32
281,Kutum,14.2,24.6667,light rain,72.5,70,57,13.06,SD,2022-08-07 20:43:33
282,Mount Isa,-20.7333,139.5,clear sky,53.37,37,0,6.91,AU,2022-08-07 20:43:33
283,Cedar City,37.6775,-113.0619,clear sky,86.4,26,0,6.91,US,2022-08-07 20:43:33
284,Camocim,-2.9022,-40.8411,broken clouds,81.09,72,80,19.37,BR,2022-08-07 20:43:34
285,Manta,-0.95,-80.7333,overcast clouds,74.98,83,100,8.05,EC,2022-08-07 20:43:34
286,Cabedelo,-6.9811,-34.8339,few clouds,79.47,77,18,11.32,BR,2022-08-07 20:43:35
287,Ilulissat,69.2167,-51.1,broken clouds,48.22,81,75,5.75,GL,2022-08-07 20:43:35
288,Skjervoy,70.0311,20.9714,light rain,50.0,82,100,16.58,NO,2022-08-07 20:43:36
289,Aykhal,66.0,111.5,light rain,43.7,98,100,5.06,RU,2022-08-07 20:43:36
290,Inongo,-1.95,18.2667,scattered clouds,73.83,67,48,6.08,CD,2022-08-07 20:43:37
291,Kirakira,-10.4544,161.9205,overcast clouds,79.68,84,95,6.67,SB,2022-08-07 20:43:37
292,Dukat,62.55,155.55,overcast clouds,64.0,64,88,3.85,RU,2022-08-07 20:43:38
293,Thaba Nchu,-29.2093,26.839,broken clouds,59.14,35,74,13.13,ZA,2022-08-07 20:43:38
294,Wanlaweyn,2.6185,44.8938,overcast clouds,73.08,79,100,14.81,SO,2022-08-07 20:43:39
295,Rocha,-34.4833,-54.3333,overcast clouds,45.3,84,91,6.22,UY,2022-08-07 20:43:39
296,Taoudenni,22.6783,-3.9836,clear sky,104.27,9,1,9.53,ML,2022-08-07 20:43:39
297,Dabou,5.3256,-4.3769,few clouds,73.85,81,13,9.95,CI,2022-08-07 20:43:40
298,Biak,-0.9131,122.8766,overcast clouds,74.7,85,100,4.68,ID,2022-08-07 20:43:40
299,Estevan,49.1334,-102.9842,clear sky,73.22,56,0,12.66,CA,2022-08-07 20:43:41
300,Rosetta,31.4044,30.4164,clear sky,78.85,75,0,5.77,EG,2022-08-07 20:43:41
301,Tamayo,18.3947,-71.2029,scattered clouds,94.71,59,40,13.8,DO,2022-08-07 20:43:42
302,Whitecourt,54.1502,-115.6855,few clouds,79.84,36,20,13.8,CA,2022-08-07 20:43:42
303,Karpogory,64.0019,44.4451,overcast clouds,58.42,84,100,7.07,RU,2022-08-07 20:43:43
304,Mahuva,21.0914,71.7622,overcast clouds,81.12,87,100,7.14,IN,2022-08-07 20:43:43
305,Kruisfontein,-34.0033,24.7314,light rain,56.88,88,78,4.92,ZA,2022-08-07 20:39:19
306,Khilok,51.3674,110.4676,clear sky,43.09,91,0,4.97,RU,2022-08-07 20:43:44
307,Husavik,66.0449,-17.3389,overcast clouds,54.03,92,100,3.18,IS,2022-08-07 20:43:44
308,San Carlos De Bariloche,-41.1456,-71.3082,broken clouds,37.24,80,75,6.91,AR,2022-08-07 20:39:48
309,Novyy Urengoy,66.0833,76.6333,broken clouds,62.92,86,53,8.46,RU,2022-08-07 20:41:33
310,Wanning,18.8003,110.3967,overcast clouds,80.1,89,100,4.79,CN,2022-08-07 20:43:45
311,Komsomolskiy,40.4272,71.7189,clear sky,80.71,24,3,6.38,UZ,2022-08-07 20:43:45
312,Jumla,29.2747,82.1838,overcast clouds,61.18,87,100,2.71,NP,2022-08-07 20:39:04
313,Half Moon Bay,37.4636,-122.4286,overcast clouds,81.57,65,100,19.57,US,2022-08-07 20:43:47
314,Sambava,-14.2667,50.1667,few clouds,66.07,90,14,9.6,MG,2022-08-07 20:43:47
315,Kedrovyy,56.1667,91.8167,few clouds,46.81,80,19,2.98,RU,2022-08-07 20:43:47
316,Lokosovo,61.1333,74.8167,overcast clouds,59.63,76,94,3.6,RU,2022-08-07 20:43:48
317,Tineo,43.3376,-6.4145,broken clouds,62.06,90,69,3.31,ES,2022-08-07 20:43:48
318,Itoigawa,37.0333,137.85,broken clouds,78.03,80,79,5.53,JP,2022-08-07 20:44:49
319,Constitucion,-35.3333,-72.4167,few clouds,52.52,78,23,9.8,CL,2022-08-07 20:44:49
320,Darnah,32.767,22.6367,clear sky,80.1,71,0,17.25,LY,2022-08-07 20:44:49
321,Coahuayana,18.7333,-103.6833,broken clouds,88.9,59,61,6.04,MX,2022-08-07 20:44:50
322,Saint George,37.1041,-113.5841,clear sky,101.79,20,0,5.75,US,2022-08-07 20:44:50
323,Lianyuan,27.6883,111.6642,broken clouds,80.06,76,55,2.98,CN,2022-08-07 20:44:51
324,Sibiti,-3.6819,13.3499,clear sky,73.49,54,3,2.15,CG,2022-08-07 20:44:51
325,Yashkul,46.1711,45.3435,clear sky,78.51,34,0,5.21,RU,2022-08-07 20:44:52
326,Los Llanos De Aridane,28.6585,-17.9182,overcast clouds,69.55,78,100,14.97,ES,2022-08-07 20:43:51
327,Zapotiltic,19.6167,-103.4333,overcast clouds,76.33,70,85,3.09,MX,2022-08-07 20:44:52
328,Nelson,-41.2833,173.2833,overcast clouds,46.29,87,99,3.0,NZ,2022-08-07 20:40:37
329,Burnie,-41.0667,145.9167,few clouds,41.92,83,15,7.83,AU,2022-08-07 20:44:53
330,Bunia,1.5667,30.25,broken clouds,65.01,83,67,2.04,CD,2022-08-07 20:44:53
331,Necochea,-38.5473,-58.7368,overcast clouds,43.66,70,99,6.98,AR,2022-08-07 20:44:54
332,Maniitsoq,65.4167,-52.9,overcast clouds,39.85,95,100,2.89,GL,2022-08-07 20:44:54
333,Gopalpur,19.2667,84.9167,broken clouds,79.0,92,70,4.79,IN,2022-08-07 20:44:55
334,Georgiyevka,43.0369,74.7114,scattered clouds,68.04,68,40,6.71,KZ,2022-08-07 20:44:55
335,Daru,-9.0763,143.2092,overcast clouds,77.07,90,90,14.9,PG,2022-08-07 20:44:56
336,Novichikha,52.204,81.3877,scattered clouds,63.27,51,41,5.41,RU,2022-08-07 20:44:56
337,Sao Filipe,14.8961,-24.4956,light rain,79.79,83,93,5.01,CV,2022-08-07 20:44:57
338,Klyuchi,52.2667,79.1667,clear sky,62.13,68,7,6.46,RU,2022-08-07 20:44:57
339,Roma,43.2128,-75.4557,scattered clouds,89.82,63,40,4.61,US,2022-08-07 20:42:37
340,Honningsvag,70.9821,25.9704,overcast clouds,49.75,87,100,14.97,NO,2022-08-07 20:44:58
341,Kabale,-1.2486,29.9899,scattered clouds,60.49,67,33,2.48,UG,2022-08-07 20:44:59
342,Nemuro,43.3236,145.575,overcast clouds,65.3,98,100,14.7,JP,2022-08-07 20:45:00
343,Abha,18.2164,42.5053,clear sky,66.02,94,0,6.91,SA,2022-08-07 20:40:02
344,Erzin,36.9559,36.2,broken clouds,77.18,85,66,4.09,TR,2022-08-07 20:45:00
345,Prince Rupert,54.3161,-130.3201,overcast clouds,60.89,82,100,14.97,CA,2022-08-07 20:45:01
346,Xinmin,41.9908,122.8253,scattered clouds,68.38,90,33,11.01,CN,2022-08-07 20:45:01
347,Cidreira,-30.1811,-50.2056,overcast clouds,58.77,88,100,12.21,BR,2022-08-07 20:45:02
348,Mocuba,-16.8392,36.9856,clear sky,61.7,95,0,2.1,MZ,2022-08-07 20:45:02
349,Leningradskiy,69.3833,178.4167,light snow,32.16,96,100,20.24,RU,2022-08-07 20:45:03
350,Lorengau,-2.0226,147.2712,overcast clouds,81.12,76,93,7.81,PG,2022-08-07 20:45:03
351,Omboue,-1.5746,9.2618,broken clouds,70.68,79,53,7.81,GA,2022-08-07 20:45:04
352,Xining,36.6167,101.7667,scattered clouds,63.99,79,26,2.77,CN,2022-08-07 20:45:04
353,Huadian,42.9633,126.7478,overcast clouds,69.49,98,93,3.6,CN,2022-08-07 20:45:05
354,Mahibadhoo,3.7833,72.9667,overcast clouds,81.34,77,100,14.56,MV,2022-08-07 20:45:05
355,Leo,11.1,-2.1,overcast clouds,82.44,57,97,5.01,BF,2022-08-07 20:45:06
356,Dunedin,-45.8742,170.5036,overcast clouds,40.8,53,86,8.99,NZ,2022-08-07 20:42:45
357,Tigre,-34.426,-58.5796,few clouds,55.54,73,20,16.11,AR,2022-08-07 20:45:07
358,Serta,39.8085,-8.0988,clear sky,64.44,75,0,4.72,PT,2022-08-07 20:45:07
359,Kabare,-2.4683,28.8242,broken clouds,63.68,74,71,2.19,CD,2022-08-07 20:45:08
360,Sidi Ali,36.0998,0.4206,clear sky,76.28,70,0,3.13,DZ,2022-08-07 20:45:08
361,Cockburn Town,21.4612,-71.1419,broken clouds,85.96,74,75,13.8,TC,2022-08-07 20:41:21
362,Isangel,-19.55,169.2667,clear sky,73.51,100,5,5.75,VU,2022-08-07 20:45:09
363,Sao Pedro Do Sul,-29.6206,-54.1789,overcast clouds,57.85,86,100,9.71,BR,2022-08-07 20:45:09
364,Jamsa,61.8642,25.19,clear sky,48.92,79,2,4.94,FI,2022-08-07 20:46:10
365,Praia Da Vitoria,38.7333,-27.0667,few clouds,74.75,94,20,8.23,PT,2022-08-07 20:46:10
366,Battle Creek,42.3212,-85.1797,scattered clouds,78.55,69,40,6.91,US,2022-08-07 20:46:11
367,Kamina,-8.7386,24.9906,clear sky,65.12,31,0,4.83,CD,2022-08-07 20:46:11
368,Helong,42.5397,128.9972,broken clouds,71.22,96,69,2.84,CN,2022-08-07 20:46:11
369,Vangaindrano,-23.35,47.6,clear sky,64.47,91,1,3.02,MG,2022-08-07 20:46:12
370,Northam,51.0333,-4.2167,clear sky,63.39,85,0,5.19,GB,2022-08-07 20:46:12
371,Hasaki,35.7333,140.8333,clear sky,77.4,91,10,11.72,JP,2022-08-07 20:46:13
372,Afsin,38.2477,36.914,few clouds,72.72,43,11,4.65,TR,2022-08-07 20:46:13
373,Balakhninskiy,58.0106,114.2769,light rain,48.38,97,100,3.94,RU,2022-08-07 20:46:14
374,Ignacio De La Llave,18.7167,-95.9833,scattered clouds,85.84,62,47,9.66,MX,2022-08-07 20:46:14
375,Sulya,12.5667,75.3833,overcast clouds,74.52,94,100,5.84,IN,2022-08-07 20:46:14
376,Tibagi,-24.5094,-50.4136,moderate rain,60.53,97,100,4.47,BR,2022-08-07 20:46:15
377,Lebu,-37.6167,-73.65,overcast clouds,47.1,85,100,9.51,CL,2022-08-07 20:43:47
378,General Roca,-39.0333,-67.5833,light rain,37.74,98,100,8.88,AR,2022-08-07 20:46:15
379,Hongjiang,27.11,109.9956,scattered clouds,76.41,89,30,3.91,CN,2022-08-07 20:46:16
380,Lalmohan,22.3384,90.7419,overcast clouds,83.25,80,100,16.96,BD,2022-08-07 20:46:16
381,Luwuk,-0.9516,122.7875,overcast clouds,75.47,88,100,4.12,ID,2022-08-07 20:46:17
382,Lalibela,12.0333,39.0333,light rain,55.13,91,100,3.27,ET,2022-08-07 20:46:17
383,Swan Hill,-35.3378,143.5544,clear sky,39.25,89,1,4.52,AU,2022-08-07 20:46:18
384,Seymchan,62.8833,152.4333,broken clouds,67.48,71,59,2.24,RU,2022-08-07 20:46:18
385,Nuuk,64.1835,-51.7216,broken clouds,45.21,81,75,5.75,GL,2022-08-07 20:46:19
386,Sur,22.5667,59.5289,broken clouds,87.4,62,67,7.74,OM,2022-08-07 20:46:19
387,Porto Torres,40.835,8.3972,clear sky,80.78,81,4,3.91,IT,2022-08-07 20:46:19
388,Teplyk,48.6657,29.745,broken clouds,66.69,90,59,11.83,UA,2022-08-07 20:46:20
389,Belfast,54.5833,-5.9333,scattered clouds,63.19,88,40,8.05,GB,2022-08-07 20:41:30
390,Kudahuvadhoo,2.6708,72.8944,overcast clouds,81.81,76,92,11.81,MV,2022-08-07 20:46:21
391,Son La,21.3167,103.9,overcast clouds,67.32,99,91,0.76,VN,2022-08-07 20:46:21
392,Zhanaozen,43.3,52.8,overcast clouds,79.5,19,100,12.77,KZ,2022-08-07 20:46:21
393,Lexington,37.9887,-84.4777,clear sky,89.49,66,0,5.75,US,2022-08-07 20:43:34
394,Varkaus,62.3153,27.873,scattered clouds,52.3,78,32,4.74,FI,2022-08-07 20:46:22
395,Zinder,13.8072,8.9881,overcast clouds,90.18,45,94,10.69,NE,2022-08-07 20:46:23
396,Taltal,-25.4,-70.4833,scattered clouds,63.86,57,46,3.22,CL,2022-08-07 20:46:23
397,Kamarion,36.8,25.8167,clear sky,75.09,79,0,20.49,GR,2022-08-07 20:46:23
398,Moussoro,13.6408,16.4901,overcast clouds,84.22,62,90,13.53,TD,2022-08-07 20:46:24
399,Kyzyl-Suu,42.3414,78.0056,few clouds,60.26,66,23,1.59,KG,2022-08-07 20:46:24
400,Carauari,-4.8828,-66.8958,overcast clouds,80.64,77,100,2.01,BR,2022-08-07 20:41:58
401,Melita,49.2681,-100.9967,overcast clouds,69.55,43,93,10.29,CA,2022-08-07 20:45:16
402,Stavern,59.0,10.0333,light rain,60.31,91,85,13.44,NO,2022-08-07 20:46:25
403,Yulara,-25.2406,130.9889,clear sky,46.26,47,0,9.93,AU,2022-08-07 20:46:26
404,Bangkalan,-7.0455,112.7351,clear sky,75.15,87,1,3.76,ID,2022-08-07 20:46:26
405,Ulaangom,49.9811,92.0667,overcast clouds,61.61,52,95,0.85,MN,2022-08-07 20:46:27
406,Clyde River,70.4692,-68.5914,overcast clouds,43.03,81,100,6.91,CA,2022-08-07 20:46:27
407,Romny,50.751,33.4747,overcast clouds,68.18,68,98,6.89,UA,2022-08-07 20:46:27
408,Grand Gaube,-20.0064,57.6608,clear sky,66.6,78,8,3.0,MU,2022-08-07 20:46:28
409,Russell,32.3502,-85.1999,scattered clouds,92.48,55,40,3.44,US,2022-08-07 20:46:28
410,Trussville,33.6198,-86.6089,thunderstorm,93.45,63,75,1.01,US,2022-08-07 20:42:23
411,Mwinilunga,-11.7358,24.4293,clear sky,59.67,40,0,3.58,ZM,2022-08-07 20:46:29
412,Moree,-29.4667,149.85,clear sky,42.28,85,0,6.24,AU,2022-08-07 20:47:30
413,Buchanan,5.8808,-10.0467,overcast clouds,75.2,77,97,8.34,LR,2022-08-07 20:45:18
414,Amzya,56.2354,54.3868,broken clouds,68.2,65,81,1.28,RU,2022-08-07 20:47:30
415,Tandil,-37.3217,-59.1332,overcast clouds,43.68,65,99,6.35,AR,2022-08-07 20:47:31
416,Solnechnyy,50.7214,136.6319,overcast clouds,61.2,100,100,3.69,RU,2022-08-07 20:47:31
417,Oudtshoorn,-33.5907,22.2014,scattered clouds,56.08,81,38,6.76,ZA,2022-08-07 20:47:31
418,Pontes E Lacerda,-15.2261,-59.3353,broken clouds,90.07,37,76,4.45,BR,2022-08-07 20:47:32
419,Suntar,62.1444,117.6319,broken clouds,50.34,86,66,3.4,RU,2022-08-07 20:47:32
420,Kuito,-12.3833,16.9333,clear sky,58.01,28,0,2.8,AO,2022-08-07 20:47:33
421,Zhuhai,22.2769,113.5678,few clouds,84.85,89,20,10.36,CN,2022-08-07 20:47:33
422,Atambua,-9.1061,124.8925,few clouds,69.17,86,15,3.83,ID,2022-08-07 20:47:34
423,Torbay,47.6666,-52.7314,broken clouds,77.77,74,75,18.41,CA,2022-08-07 20:47:34
424,Kattivakkam,13.2167,80.3167,light rain,85.06,76,100,17.9,IN,2022-08-07 20:47:34
425,Nokaneng,-19.6667,22.2667,clear sky,64.98,30,1,4.14,BW,2022-08-07 20:47:35
426,Aswan,24.0934,32.907,clear sky,95.18,20,2,15.95,EG,2022-08-07 20:47:35
427,Panguna,-6.3164,155.4848,broken clouds,70.2,91,80,0.81,PG,2022-08-07 20:47:36
428,Olavarria,-36.8927,-60.3225,overcast clouds,49.01,67,98,7.2,AR,2022-08-07 20:47:36
429,Nanga Eboko,4.6833,12.3667,overcast clouds,68.61,98,100,4.97,CM,2022-08-07 20:47:36
430,Aksu,41.1231,80.2644,clear sky,78.01,42,0,3.62,CN,2022-08-07 20:47:37
431,Boa Vista,2.8197,-60.6733,scattered clouds,93.18,43,40,9.22,BR,2022-08-07 20:42:41
432,Geraldton,-28.7667,114.6,overcast clouds,52.21,93,100,12.66,AU,2022-08-07 20:47:38
433,Isla Mujeres,21.2311,-86.731,overcast clouds,82.17,78,100,9.22,MX,2022-08-07 20:44:38
434,Bairnsdale,-37.8333,147.6167,broken clouds,42.06,96,53,3.69,AU,2022-08-07 20:47:39
435,Banavar,13.4136,76.1683,light rain,69.49,93,100,7.85,IN,2022-08-07 20:47:39
436,Kahului,20.8947,-156.47,few clouds,87.82,45,20,8.01,US,2022-08-07 20:47:39
437,Mackay,-21.15,149.2,clear sky,55.69,68,3,11.74,AU,2022-08-07 20:46:36
438,Foligno,42.944,12.7011,overcast clouds,80.38,86,100,4.94,IT,2022-08-07 20:47:40
439,Le Vauclin,14.5452,-60.8388,overcast clouds,80.65,89,100,8.05,MQ,2022-08-07 20:47:40
440,Anadyr,64.75,177.4833,few clouds,45.1,56,20,22.37,RU,2022-08-07 20:47:41
441,Ayan,56.45,138.1667,light rain,54.12,95,100,19.3,RU,2022-08-07 20:47:41
442,Naifaru,5.4444,73.3657,overcast clouds,80.78,80,100,16.17,MV,2022-08-07 20:47:42
443,Pareora,-44.4871,171.2132,overcast clouds,41.18,74,100,11.59,NZ,2022-08-07 20:47:42
444,Omsukchan,62.5333,155.8,overcast clouds,65.17,65,86,3.8,RU,2022-08-07 20:47:43
445,Butterworth,5.3991,100.3638,few clouds,82.06,92,20,2.3,MY,2022-08-07 20:47:43
446,Lichuan,30.3,108.85,overcast clouds,67.42,95,100,1.77,CN,2022-08-07 20:47:44
447,Bedele,8.456,36.353,overcast clouds,54.73,97,86,2.8,ET,2022-08-07 20:47:44
448,Aljezur,37.3191,-8.8033,clear sky,65.48,87,0,5.97,PT,2022-08-07 20:47:44
449,Chalus,36.655,51.4204,broken clouds,80.06,78,75,6.91,IR,2022-08-07 20:47:45
450,Bodden Town,19.2833,-81.25,few clouds,91.4,69,20,12.66,KY,2022-08-07 20:47:46
451,Lata,40.1629,-8.3327,clear sky,61.52,88,0,2.13,PT,2022-08-07 20:47:46
452,College,64.8569,-147.8028,broken clouds,55.47,74,75,8.05,US,2022-08-07 20:47:47
453,Celestun,20.8667,-90.4,broken clouds,80.71,81,80,12.82,MX,2022-08-07 20:47:47
454,Sorland,67.667,12.6934,broken clouds,52.74,83,81,8.9,NO,2022-08-07 20:47:47
455,Vila Velha,-20.3297,-40.2925,clear sky,80.55,82,0,13.8,BR,2022-08-07 20:44:04
456,Broome,42.2506,-75.833,broken clouds,88.9,59,75,6.91,US,2022-08-07 20:47:48
457,Vestmanna,62.1564,-7.1664,fog,52.72,94,100,12.66,FO,2022-08-07 20:47:49
458,Xiongyue,40.1774,122.1228,broken clouds,76.3,93,84,14.34,CN,2022-08-07 20:47:49
459,Dromolaxia,34.8761,33.586,clear sky,80.73,68,0,6.91,CY,2022-08-07 20:48:49
460,Abnub,27.2696,31.1511,clear sky,87.78,26,4,9.06,EG,2022-08-07 20:45:15
461,Varhaug,58.6147,5.6457,broken clouds,56.86,81,75,7.85,NO,2022-08-07 20:48:50
462,Sistranda,63.7256,8.834,scattered clouds,53.56,77,42,9.26,NO,2022-08-07 20:46:02
463,Leninsk,48.7119,45.1994,scattered clouds,77.2,25,31,7.67,RU,2022-08-07 20:48:51
464,Altamont,42.2068,-121.7372,clear sky,94.89,23,0,12.66,US,2022-08-07 20:48:51
465,Umm Kaddadah,13.6017,26.6876,overcast clouds,86.43,46,97,8.68,SD,2022-08-07 20:48:52
466,Ancud,-41.8697,-73.8203,few clouds,47.23,69,14,1.07,CL,2022-08-07 20:48:52
467,Camacha,33.0833,-16.3333,scattered clouds,67.42,78,40,11.5,PT,2022-08-07 20:48:53
468,Okhotsk,59.3833,143.3,overcast clouds,54.3,87,100,9.28,RU,2022-08-07 20:48:53
469,Klaksvik,62.2266,-6.589,overcast clouds,54.52,98,98,15.64,FO,2022-08-07 20:46:27
470,Chester,40.1254,-75.8749,clear sky,90.73,73,0,4.61,US,2022-08-07 20:47:48
471,Semnan,35.5729,53.3971,clear sky,85.84,21,0,2.3,IR,2022-08-07 20:47:11
472,Huambo,-12.7761,15.7392,clear sky,60.87,24,0,3.31,AO,2022-08-07 20:48:55
473,Vilyuysk,63.7553,121.6247,broken clouds,50.07,92,60,3.42,RU,2022-08-07 20:48:55
474,Gamba,-2.65,10.0,broken clouds,68.31,85,53,5.46,GA,2022-08-07 20:48:56
475,Sault Sainte Marie,46.5168,-84.3333,overcast clouds,66.49,76,100,5.75,CA,2022-08-07 20:48:41
476,Puerto Del Rosario,28.5004,-13.8627,few clouds,73.15,83,20,20.71,ES,2022-08-07 20:48:56
477,Krutikha,53.9599,81.2093,broken clouds,56.48,93,62,6.04,RU,2022-08-07 20:48:57
478,Shelburne,44.0787,-80.2041,overcast clouds,88.75,55,100,14.12,CA,2022-08-07 20:45:11
479,Narsaq,60.9167,-46.05,clear sky,53.82,65,3,1.66,GL,2022-08-07 20:48:57
480,Abu Zabad,12.35,29.25,overcast clouds,78.39,71,95,7.74,SD,2022-08-07 20:48:58
481,Kupang,-10.1667,123.5833,few clouds,74.14,89,22,6.62,ID,2022-08-07 20:47:31
482,Nefteyugansk,61.0998,72.6035,overcast clouds,61.18,64,100,4.14,RU,2022-08-07 20:48:58
483,Oussouye,12.485,-16.5469,moderate rain,78.98,93,100,1.19,SN,2022-08-07 20:48:59
484,Pueblo Nuevo,23.3833,-105.3833,overcast clouds,72.21,55,93,5.7,MX,2022-08-07 20:48:59
485,Turkan,40.3639,50.215,scattered clouds,77.18,83,40,13.8,AZ,2022-08-07 20:48:59
486,Kieta,-6.2167,155.6333,overcast clouds,78.84,84,95,1.16,PG,2022-08-07 20:49:00
487,Yumen,40.2833,97.2,broken clouds,69.94,50,82,5.93,CN,2022-08-07 20:49:00
488,Faya,18.3851,42.4509,broken clouds,66.31,84,66,3.87,SA,2022-08-07 20:49:01
489,Beloha,-25.1667,45.05,clear sky,61.16,91,0,6.44,MG,2022-08-07 20:49:01
490,Lagoa,39.05,-27.9833,light rain,73.56,83,15,18.16,PT,2022-08-07 20:49:02
491,Mugumu,-1.85,34.7,overcast clouds,68.99,54,93,2.55,TZ,2022-08-07 20:49:02
492,Yar-Sale,66.8333,70.8333,clear sky,66.13,75,0,10.47,RU,2022-08-07 20:49:02
493,Kongoussi,13.3258,-1.5347,few clouds,87.69,52,20,10.92,BF,2022-08-07 20:49:03
494,Tukrah,32.5341,20.5791,clear sky,80.6,79,0,6.71,LY,2022-08-07 20:49:03
495,Along,28.1667,94.7667,moderate rain,76.32,95,51,1.63,IN,2022-08-07 20:49:04
496,Turukhansk,65.8167,87.9833,overcast clouds,51.42,85,100,2.37,RU,2022-08-07 20:49:05
497,Pangnirtung,66.1451,-65.7125,broken clouds,42.8,87,75,6.91,CA,2022-08-07 20:49:05
498,Nantucket,41.2835,-70.0995,few clouds,84.34,83,20,18.41,US,2022-08-07 20:49:06
499,Sakakah,29.9697,40.2064,broken clouds,101.77,21,67,5.48,SA,2022-08-07 20:45:17
500,Praya,14.9215,-23.5087,broken clouds,82.94,78,75,4.61,CV,2022-08-07 20:49:06
501,Nelson Bay,-32.7167,152.15,moderate rain,52.0,95,81,11.01,AU,2022-08-07 20:49:07
502,Savonlinna,61.8699,28.88,clear sky,51.85,93,0,4.61,FI,2022-08-07 20:49:07
503,Tabou,4.423,-7.3528,overcast clouds,73.87,80,100,8.28,CI,2022-08-07 20:49:08
504,Avera,33.194,-82.5271,overcast clouds,87.31,49,95,6.24,US,2022-08-07 20:45:00
505,Hualmay,-11.0964,-77.6139,broken clouds,64.42,76,57,12.77,PE,2022-08-07 20:49:08
506,Illintsi,49.1048,29.2177,few clouds,61.25,97,22,10.33,UA,2022-08-07 20:49:09
507,Vanimo,-2.6741,141.3028,overcast clouds,76.6,90,98,4.23,PG,2022-08-07 20:50:09
508,Ostrogozhsk,50.8664,39.0756,few clouds,69.94,42,22,4.63,RU,2022-08-07 20:50:10
509,Egvekinot,66.3167,-179.1667,scattered clouds,37.11,43,48,14.07,RU,2022-08-07 20:50:10
510,Port Shepstone,-30.7414,30.455,light rain,68.14,89,100,21.05,ZA,2022-08-07 20:50:10
511,Ivybridge,50.3904,-3.9191,clear sky,65.91,68,0,7.63,GB,2022-08-07 20:50:11
512,Swift Current,50.2834,-107.8014,clear sky,81.41,26,0,9.22,CA,2022-08-07 20:50:11
513,Adrar,20.5022,-10.0711,broken clouds,102.22,17,75,7.49,MR,2022-08-07 20:50:12
514,Itoman,26.1247,127.6694,few clouds,82.42,80,20,4.61,JP,2022-08-07 20:50:12
515,Ambilobe,-13.2,49.05,scattered clouds,63.34,83,33,3.76,MG,2022-08-07 20:50:13
516,Bonnyville,54.2668,-110.735,clear sky,76.8,47,0,13.27,CA,2022-08-07 20:50:13
517,Sao Jose Da Coroa Grande,-8.8978,-35.1478,scattered clouds,75.02,72,47,9.46,BR,2022-08-07 20:49:03
518,Sola,-13.8833,167.55,few clouds,79.21,78,24,6.49,VU,2022-08-07 20:50:14
519,Ugoofaaru,5.6667,73.0,overcast clouds,80.69,82,100,16.55,MV,2022-08-07 20:50:15
520,Ghanzi,-21.5667,21.7833,scattered clouds,66.9,27,28,9.35,BW,2022-08-07 20:50:15
521,Bouca,6.5105,18.2733,overcast clouds,67.33,98,100,3.29,CF,2022-08-07 20:50:15
522,Bubaque,11.2833,-15.8333,moderate rain,79.74,82,100,14.43,GW,2022-08-07 20:50:16
523,Gimbi,9.1667,35.8333,overcast clouds,55.04,98,100,0.67,ET,2022-08-07 20:50:16
524,Alice Springs,-23.7,133.8833,clear sky,35.15,64,0,0.0,AU,2022-08-07 20:50:17
525,Mehnagar,25.8833,83.1167,scattered clouds,86.0,67,33,7.29,IN,2022-08-07 20:50:17
